,id,effect,colorfullness,edges,r_mean,r_variance,r_kurtosis,r_skewness,g_mean,g_variance,g_kurtosis,g_skewness,b_mean,b_variance,b_kurtosis,b_skewness
223,CR396657615813214208,51.9581448,63.02116056,600,703.125,24013.73047,0.324599713,0.021111578,703.125,23585.61719,0.33662948,0.021671278,703.125,24131.50781,0.343691766,0.022000335
224,CR397403084696846336,183.9459459,50.31653664,250,292.96875,15427.15527,0.821927428,0.052680064,292.96875,15338.37793,0.831579566,0.053131383,292.96875,15494.79297,0.836484969,0.053362872
225,CR398713702557155328,63.43617021,38.79011877,50,58.59375,5825.242676,4.230219841,0.268966883,58.59375,5819.353027,4.238887787,0.269372731,58.59375,5839.739258,4.242064476,0.269523889
226,CR398933604882710528,271.7857143,84.72681354,250,292.96875,9520.079102,0.67063725,0.046135146,292.96875,9523.835938,0.669531465,0.046046287,292.96875,10394.62012,0.568902373,0.042084347
227,CR402452042091593728,66.44578313,97.90278626,600,375,4817.598145,0.234148517,0.022828059,375,4872.234375,0.227159441,0.022611318,375,8028.243164,0.289869994,0.025927056
228,CR404624677068079104,1107.222222,54.55610658,600,375,16453.89258,0.568550348,0.038126443,375,16452.40625,0.5687536,0.038133461,375,16481.62305,0.566853225,0.038059194
229,CR405187627021500416,723.6,90.62658328,250,292.96875,6222.612793,0.686301768,0.046761539,292.96875,6157.685547,0.700204968,0.04732414,292.96875,8728.84082,0.701635897,0.04722945
230,CR407641736974696448,133.36,53.05573365,90,255.9375,2597.172119,0.234894171,0.028232444,255.9375,2544.769775,0.234456018,0.028113101,255.9375,2541.936035,0.234452367,0.028107561
231,CR408002376788606976,43.60493827,48.42018953,600,703.125,53799.71875,0.348921567,0.022245677,703.125,53588.60547,0.351708889,0.022375757,703.125,54161.55078,0.353165656,0.022444235
232,CR408662083765272576,2.157142857,90.62658328,250,292.96875,6222.612793,0.686301768,0.046761539,292.96875,6157.685547,0.700204968,0.04732414,292.96875,8728.84082,0.701635897,0.04722945
233,CR41055764181155840,41.53333333,54.55610658,600,375,16453.89258,0.568550348,0.038126443,375,16452.40625,0.5687536,0.038133461,375,16481.62305,0.566853225,0.038059194
234,CR412224501439266816,122.8412698,50.31653664,250,292.96875,15427.15527,0.821927428,0.052680064,292.96875,15338.37793,0.831579566,0.053131383,292.96875,15494.79297,0.836484969,0.053362872
235,CR41240482134622208,2161.5,87.60851008,600,703.125,29134.37109,0.312338769,0.020632949,703.125,29128.66797,0.313255966,0.020677369,703.125,43860.59766,0.325280935,0.021184567
236,CR412787451392688128,92.84848485,72.93477691,50,58.59375,2680.04541,3.164829016,0.226817384,58.59375,2667.783203,3.183623791,0.227503225,58.59375,2689.840088,3.128643036,0.225553349
237,CR41295457716011008,96.42138973,63.02116056,600,703.125,24013.73047,0.324599713,0.021111578,703.125,23585.61719,0.33662948,0.021671278,703.125,24131.50781,0.343691766,0.022000335
238,CR414054088787886080,96.72619048,87.60851008,600,703.125,29134.37109,0.312338769,0.020632949,703.125,29128.66797,0.313255966,0.020677369,703.125,43860.59766,0.325280935,0.021184567
239,CR414258597950652416,14.42079769,58.19646199,250,292.96875,14783.2832,0.822673023,0.052698962,292.96875,14683.6875,0.83400631,0.053230479,292.96875,14931.13477,0.83930552,0.053481422
240,CR414291583299485696,42.18604651,87.60851008,600,703.125,29134.37109,0.312338769,0.020632949,703.125,29128.66797,0.313255966,0.020677369,703.125,43860.59766,0.325280935,0.021184567
241,CR415136008229617664,109.6,90.81506051,600,375,18869.41211,0.619298816,0.040177334,375,18753.33789,0.628166318,0.040550176,375,22957.06641,0.620435238,0.040169463
242,CR41618714134577152,260.3076923,98.90432693,90,255.9375,17112.88672,0.831202149,0.055706151,255.9375,16969.0957,0.85262233,0.056563064,255.9375,19629.46484,0.859950364,0.056837905
243,CR416360864182960128,66.67715736,56.48016709,90,341.015625,21311.01563,0.674221277,0.04385915,341.015625,21170.67969,0.683293223,0.044281915,341.015625,21220.79297,0.685888529,0.044410318
244,CR416574169438748672,3057,56.72555388,50,58.59375,859.1519165,2.491357088,0.198856443,58.59375,850.7738037,2.523417234,0.199958995,58.59375,850.6826782,2.523968458,0.199993014
245,CR416648936229437440,82.58333333,49.48042763,600,375,24841.91797,0.651458383,0.041583579,375,24739.26758,0.656939685,0.041839778,375,25028.08789,0.659850299,0.04197688
246,CR41882596925243392,107.0120482,84.22640161,600,703.125,6793.34668,0.069037147,0.009340824,703.125,6756.930176,0.06859079,0.009320413,703.125,8929.041016,0.072074786,0.009706743
247,CR102333746220367872,101.8709677,73.73205585,600,703.125,2479.156738,0.057915516,0.007470338,703.125,2664.668701,0.068368599,0.008376957,703.125,1894.384399,0.093200415,0.009799744
248,CR105957736545517568,3481.636364,97.7253484,250,947.265625,37526.80469,0.233984053,0.01538408,947.265625,24537.48438,0.225237295,0.014982056,947.265625,21140.60742,0.224604517,0.015006409
249,CR109335436266045440,10678.75,78.20701463,250,947.265625,10793.14453,0.172235012,0.012447695,947.265625,11244.57031,0.172239557,0.012500036,947.265625,8991.96875,0.188061789,0.013274493
250,CR110461336172888064,9564.765909,60.23476723,280,367.5,1559.547241,0.08272136,0.01434208,367.5,2409.670166,0.13077043,0.017970067,367.5,958.0523071,0.133791476,0.016539587
251,CR111833526684352512,6750.481481,86.89883932,280,367.5,1489.250488,0.146342248,0.017462805,367.5,1266.260864,0.225998551,0.020987662,367.5,1048.375488,0.331224889,0.026943265
252,CR114964935800258560,550.3636364,92.1313556,90,255.9375,2011.63147,0.540028334,0.041362468,255.9375,1825.22876,0.583901584,0.043540131,255.9375,1732.36438,0.645984709,0.047094334
253,CR117216735613943808,14530.33333,82.88675745,600,703.125,9880.670898,0.241055682,0.017301168,703.125,8087.739746,0.224576324,0.016498521,703.125,3721.294678,0.144801229,0.012678692
254,CR123972135054999552,1186.345679,86.22201832,250,292.96875,1031.922119,0.158510596,0.020364696,292.96875,922.6680298,0.264996737,0.02539552,292.96875,732.3334351,0.406205744,0.03318939
255,CR127103544170905600,170.0625,89.255118,90,341.015625,13869.26367,0.669575274,0.04365598,341.015625,14112.47363,0.65499866,0.043016914,341.015625,14525.38184,0.58560288,0.040344715
256,CR127877600356859904,6285.357143,73.73205585,600,703.125,2479.156738,0.057915516,0.007470338,703.125,2664.668701,0.068368599,0.008376957,703.125,1894.384399,0.093200415,0.009799744
257,CR141106924262260736,983.2826087,75.91940472,600,375,8535.011719,0.434489757,0.032493137,375,8820.908203,0.429336876,0.032189153,375,10591.23828,0.314743817,0.027847752
258,CR153843666958417920,954.1232877,144.4734442,90,341.015625,2228.878174,0.103663698,0.015437543,341.015625,3546.076416,0.113331206,0.017303407,341.015625,4786.15625,0.177406117,0.021564007
259,CR154969566865260544,1029.291667,86.25845612,250,292.96875,1142.772461,0.190719321,0.022216124,292.96875,994.6802979,0.301506102,0.027259439,292.96875,701.0569458,0.366792738,0.03131298
260,CR15850559626018816,1685.8,78.90945086,250,292.96875,10777.6377,0.808934271,0.052098628,292.96875,10974.80469,0.794430435,0.05145954,292.96875,14533.67676,0.768571019,0.050450653
261,CR160000932073963520,77733,82.84715435,90,255.9375,9423.725586,0.760093927,0.052460916,255.9375,8557.604492,0.766381085,0.052671727,255.9375,6361.50293,0.755551577,0.052279413
262,CR163695291143290880,3267.454545,89.3208409,90,255.9375,10766.32813,0.779755652,0.053321671,255.9375,9089.023438,0.777823925,0.053201322,255.9375,7195.433594,0.797272563,0.054125074
263,CR176854246304514048,101.0196078,75.91940472,600,375,8535.011719,0.434489757,0.032493137,375,8820.908203,0.429336876,0.032189153,375,10591.23828,0.314743817,0.027847752
264,CR178015330583445504,1423.638298,85.87612963,280,367.5,1502.125854,0.167979196,0.018972775,367.5,1192.749878,0.224352777,0.020888075,367.5,987.973999,0.330221027,0.026946552
265,CR179880102304153600,89.07142857,123.7361595,600,375,2537.545898,0.171313778,0.019970939,375,2499.254883,0.154865101,0.01875452,375,2821.733887,0.147905484,0.018199563
266,CR180865264722640896,733.1717172,78.90945086,250,292.96875,10777.6377,0.808934271,0.052098628,292.96875,10974.80469,0.794430435,0.05145954,292.96875,14533.67676,0.768571019,0.050450653
267,CR184770730024501248,1011.5,85.87612963,280,367.5,1502.125854,0.167979196,0.018972775,367.5,1192.749878,0.224352777,0.020888075,367.5,987.973999,0.330221027,0.026946552
268,CR189802095233204224,471.6037736,93.11564597,90,255.9375,2152.779053,0.531451464,0.041025851,255.9375,1965.393921,0.566583931,0.042755287,255.9375,1829.957031,0.661271572,0.047625765
269,CR190576151419158528,2082.028112,94.95676813,280,367.5,15149.27246,0.612341583,0.040086247,367.5,15471.24512,0.590930581,0.039160322,367.5,16435.72266,0.511175692,0.036209177
270,CR192968688721199104,33.17307692,78.27503714,90,255.9375,10005.53711,0.93296057,0.059963889,255.9375,10317.94141,0.919122338,0.059356339,255.9375,10369.69531,0.863238931,0.057069272
271,CR19826393672056832,73.8125,86.58477443,90,341.015625,14864.57129,0.655127466,0.042993378,341.015625,14427.72461,0.656365693,0.043067262,341.015625,12527.84863,0.608874083,0.041249488
272,CR207288728161353728,755.4864865,86.58477443,90,341.015625,14864.57129,0.655127466,0.042993378,341.015625,14427.72461,0.656365693,0.043067262,341.015625,12527.84863,0.608874083,0.041249488
273,CR216612586764894208,16302.89474,89.57066349,280,367.5,3554.88208,0.191826642,0.02065582,367.5,2059.987061,0.091973402,0.014684817,367.5,917.71521,0.072358765,0.012335513
274,CR222242086299107328,948.6632653,69.97238878,600,375,9815.352539,0.565106332,0.037639555,375,8762.108398,0.51990062,0.035621963,375,6914.682129,0.527908266,0.035946254
275,CR226745685926477824,83.66666667,128.9379224,250,947.265625,7346.866699,0.131015658,0.010950438,947.265625,8743.691406,0.143290356,0.011441194,947.265625,9310.666992,0.106112942,0.009701254
276,CR241663859692142592,1118.117647,79.53488272,600,703.125,10091.4209,0.302401155,0.020067196,703.125,9852.731445,0.300007045,0.019976158,703.125,10128.81738,0.272864163,0.019055171
277,CR243317525180317696,1743.729412,59.87224962,600,375,546.8498535,0.025587829,0.007869018,375,1025.181885,0.059138708,0.012039717,375,760.9623413,0.048520137,0.011000386
278,CR247856309179777024,1381.096774,123.7361595,600,375,2537.545898,0.171313778,0.019970939,375,2499.254883,0.154865101,0.01875452,375,2821.733887,0.147905484,0.018199563
279,CR248384074761109504,4650.344186,82.88675745,600,703.125,9880.670898,0.241055682,0.017301168,703.125,8087.739746,0.224576324,0.016498521,703.125,3721.294678,0.144801229,0.012678692
280,CR252324724435058688,45894.5,72.86956093,600,703.125,2477.522949,0.058829878,0.007539347,703.125,2675.953369,0.068156466,0.00839133,703.125,1907.892578,0.092971876,0.009838811
281,CR253450624341901312,1078.097651,63.35661117,250,947.265625,2203.639648,0.025311669,0.004692513,947.265625,2965.09082,0.034251321,0.005666486,947.265625,1063.990967,0.051112976,0.0057639
282,CR258130145829715968,2160.523364,74.68111118,250,947.265625,11778.53223,0.213503331,0.014404288,947.265625,11373.55566,0.210781395,0.014274961,947.265625,12240.95508,0.18732129,0.013441659
283,CR262704114201264128,25.51807229,86.23136485,90,341.015625,4575.049316,0.531155705,0.037125155,341.015625,4390.808105,0.552378535,0.038134173,341.015625,4247.327637,0.588896394,0.039956573
284,CR27144743066533888,365.7380952,87.64979528,600,375,1110.432983,0.099065296,0.013470816,375,1045.159546,0.106904723,0.014090531,375,722.3685303,0.158435479,0.01803473
285,CR271465022851383296,11.18333333,86.58477443,90,341.015625,14864.57129,0.655127466,0.042993378,341.015625,14427.72461,0.656365693,0.043067262,341.015625,12527.84863,0.608874083,0.041249488
286,CR279346322199281664,1021.885529,82.88675745,600,703.125,9880.670898,0.241055682,0.017301168,703.125,8087.739746,0.224576324,0.016498521,703.125,3721.294678,0.144801229,0.012678692
287,CR298486620615606272,12.98507463,85.33934039,90,341.015625,4411.97998,0.539080918,0.037466608,341.015625,4215.027344,0.56069231,0.038506843,341.015625,4126.438477,0.588308156,0.039942533
288,CR299612520522448896,1104.281407,97.7253484,250,947.265625,37526.80469,0.233984053,0.01538408,947.265625,24537.48438,0.225237295,0.014982056,947.265625,21140.60742,0.224604517,0.015006409
289,CR301899504708222976,1713.884817,94.95676813,280,367.5,15149.27246,0.612341583,0.040086247,367.5,15471.24512,0.590930581,0.039160322,367.5,16435.72266,0.511175692,0.036209177
290,CR310871519590875136,2143.041667,92.22987369,90,255.9375,2035.582886,0.534849763,0.041096117,255.9375,1839.539429,0.576427221,0.0431519,255.9375,1745.84375,0.641050577,0.046838399
291,CR311610391404740608,52.93055556,86.23136485,90,341.015625,4575.049316,0.531155705,0.037125155,341.015625,4390.808105,0.552378535,0.038134173,341.015625,4247.327637,0.588896394,0.039956573
292,CR313827006846337024,954.4,82.84715435,90,255.9375,9423.725586,0.760093927,0.052460916,255.9375,8557.604492,0.766381085,0.052671727,255.9375,6361.50293,0.755551577,0.052279413
293,CR31648342693904384,3940.164948,88.2000617,600,375,1092.496704,0.101099052,0.01366364,375,1052.43103,0.103265323,0.013832361,375,737.5546875,0.153770968,0.017697461
294,CR317626919031930880,125.2,88.2000617,600,375,1092.496704,0.101099052,0.01366364,375,1052.43103,0.103265323,0.013832361,375,737.5546875,0.153770968,0.017697461
295,CR319350953264283648,383,82.96914217,90,341.015625,17816.67773,0.677809775,0.043989163,341.015625,16155.38184,0.685338438,0.044346742,341.015625,14803.78906,0.687722147,0.044466693
296,CR31965002042703872,1432.585366,128.9379224,250,947.265625,7346.866699,0.131015658,0.010950438,947.265625,8743.691406,0.143290356,0.011441194,947.265625,9310.666992,0.106112942,0.009701254
297,CR325508218379829248,1587.966102,56.96118732,90,341.015625,2161.645996,0.329659522,0.027733538,341.015625,2688.470459,0.217957512,0.022762602,341.015625,1946.513794,0.37395525,0.029637814
298,CR328498890007379968,47.11458333,75.91940472,600,375,8535.011719,0.434489757,0.032493137,375,8820.908203,0.429336876,0.032189153,375,10591.23828,0.314743817,0.027847752
299,CR334515417634570240,4103.489796,92.1313556,90,255.9375,2011.63147,0.540028334,0.041362468,255.9375,1825.22876,0.583901584,0.043540131,255.9375,1732.36438,0.645984709,0.047094334
300,CR33900142507589632,563.7392317,63.35661117,250,947.265625,2203.639648,0.025311669,0.004692513,947.265625,2965.09082,0.034251321,0.005666486,947.265625,1063.990967,0.051112976,0.0057639
301,CR340144917168783360,1981.793103,61.43878343,600,375,6708.86377,0.546405137,0.036761843,375,6353.681152,0.479409397,0.033746991,375,4793.284668,0.45946601,0.032763712
302,CR342361532610379776,376.4,82.96914217,90,341.015625,17816.67773,0.677809775,0.043989163,341.015625,16155.38184,0.685338438,0.044346742,341.015625,14803.78906,0.687722147,0.044466693
303,CR344965176144953344,832.6363636,78.47647865,250,947.265625,10778.79395,0.172348991,0.012450163,947.265625,11233.4541,0.172462344,0.012507003,947.265625,8982.481445,0.188384265,0.013278652
304,CR346900316609839104,1604.5,85.79964426,280,367.5,1582.865967,0.155245721,0.017946159,367.5,1308.929565,0.198793992,0.019328434,367.5,1047.845703,0.309788764,0.025773285
305,CR358159315678265344,180.1182796,97.7253484,250,947.265625,37526.80469,0.233984053,0.01538408,947.265625,24537.48438,0.225237295,0.014982056,947.265625,21140.60742,0.224604517,0.015006409
306,CR362662915305635840,372.0857143,59.87224962,600,375,546.8498535,0.025587829,0.007869018,375,1025.181885,0.059138708,0.012039717,375,760.9623413,0.048520137,0.011000386
307,CR367166514933006336,47148,82.84715435,90,255.9375,9423.725586,0.760093927,0.052460916,255.9375,8557.604492,0.766381085,0.052671727,255.9375,6361.50293,0.755551577,0.052279413
308,CR370544214653534208,0,61.43878343,600,375,6708.86377,0.546405137,0.036761843,375,6353.681152,0.479409397,0.033746991,375,4793.284668,0.45946601,0.032763712
309,CR37277842228117504,548.1884058,73.49782337,600,703.125,2437.212158,0.061609488,0.007790541,703.125,2650.252197,0.069753267,0.008519785,703.125,1890.319702,0.093898699,0.009900064
310,CR376173714187747328,144.6290323,85.40124914,90,341.015625,4395.975586,0.541483641,0.037582472,341.015625,4197.353027,0.563695431,0.038653396,341.015625,4108.085449,0.590699732,0.040060394
311,CR379551413908275200,601.3010336,60.23476723,280,367.5,1559.547241,0.08272136,0.01434208,367.5,2409.670166,0.13077043,0.017970067,367.5,958.0523071,0.133791476,0.016539587
312,CR380114363861696512,578.6944444,78.17878616,250,947.265625,10893.50586,0.17052193,0.012363034,947.265625,11323.31934,0.17063944,0.012419941,947.265625,9018.78418,0.187637627,0.013249691
313,CR38403742134960128,1430.394737,85.79964426,280,367.5,1582.865967,0.155245721,0.017946159,367.5,1308.929565,0.198793992,0.019328434,367.5,1047.845703,0.309788764,0.025773285
314,CR385919785256353792,5521.375,144.4734442,90,341.015625,2228.878174,0.103663698,0.015437543,341.015625,3546.076416,0.113331206,0.017303407,341.015625,4786.15625,0.177406117,0.021564007
315,CR389649328697769984,2814.652174,78.27503714,90,255.9375,10005.53711,0.93296057,0.059963889,255.9375,10317.94141,0.919122338,0.059356339,255.9375,10369.69531,0.863238931,0.057069272
316,CR390001172418658304,523.7916667,123.7361595,600,375,2537.545898,0.171313778,0.019970939,375,2499.254883,0.154865101,0.01875452,375,2821.733887,0.147905484,0.018199563
317,CR391936312883544064,497.63,70.45138232,600,703.125,1462.629639,0.025609709,0.005313203,703.125,2588.033203,0.040138867,0.007206578,703.125,1546.369019,0.035812311,0.00651879
318,CR393660347115896832,2910.65,86.89883932,280,367.5,1489.250488,0.146342248,0.017462805,367.5,1266.260864,0.225998551,0.020987662,367.5,1048.375488,0.331224889,0.026943265
319,CR403230496324059136,176.5357143,93.11564597,90,255.9375,2152.779053,0.531451464,0.041025851,255.9375,1965.393921,0.566583931,0.042755287,255.9375,1829.957031,0.661271572,0.047625765
320,CR40655541948645376,65926.66667,85.96583664,250,292.96875,1099.224121,0.145455658,0.019210471,292.96875,1017.493347,0.235685676,0.023576984,292.96875,778.2003174,0.387094319,0.03203566
321,CR407698911579340800,1317.093878,63.35661117,250,947.265625,2203.639648,0.025311669,0.004692513,947.265625,2965.09082,0.034251321,0.005666486,947.265625,1063.990967,0.051112976,0.0057639
322,CR410513661346447360,489.7777778,61.43878343,600,375,6708.86377,0.546405137,0.036761843,375,6353.681152,0.479409397,0.033746991,375,4793.284668,0.45946601,0.032763712
323,CR418957910647767040,1004.910112,78.20701463,250,947.265625,10793.14453,0.172235012,0.012447695,947.265625,11244.57031,0.172239557,0.012500036,947.265625,8991.96875,0.188061789,0.013274493
324,CR421209710461452288,1251.591837,80.13182307,280,367.5,2781.405029,0.143246934,0.018016146,367.5,1902.712769,0.07889156,0.013695303,367.5,964.4454346,0.068341151,0.012187163
325,CR42907341762330624,929.51,73.16688116,90,255.9375,1271.891724,0.382545054,0.033619244,255.9375,1481.161377,0.249885648,0.02738544,255.9375,1147.101563,0.365717202,0.03265987
326,CR432081681436901376,1138.876161,79.53488272,600,703.125,10091.4209,0.302401155,0.020067196,703.125,9852.731445,0.300007045,0.019976158,703.125,10128.81738,0.272864163,0.019055171
327,CR434720509343563776,900.4237288,73.16688116,90,255.9375,1271.891724,0.382545054,0.033619244,255.9375,1481.161377,0.249885648,0.02738544,255.9375,1147.101563,0.365717202,0.03265987
328,CR443973999202926592,288.4242424,86.25845612,250,292.96875,1142.772461,0.190719321,0.022216124,292.96875,994.6802979,0.301506102,0.027259439,292.96875,701.0569458,0.366792738,0.03131298
329,CR454986707666731008,17738.88771,70.45138232,600,703.125,1462.629639,0.025609709,0.005313203,703.125,2588.033203,0.040138867,0.007206578,703.125,1546.369019,0.035812311,0.00651879
330,CR455795948224774144,859.59,73.73205585,600,703.125,2479.156738,0.057915516,0.007470338,703.125,2664.668701,0.068368599,0.008376957,703.125,1894.384399,0.093200415,0.009799744
331,CR469588222083596288,6878,78.47647865,250,947.265625,10778.79395,0.172348991,0.012450163,947.265625,11233.4541,0.172462344,0.012507003,947.265625,8982.481445,0.188384265,0.013278652
332,CR470749306362527744,520.38,86.44669638,250,292.96875,5702.692871,0.43258369,0.036423437,292.96875,5590.478027,0.447430015,0.037046734,292.96875,5290.802734,0.432664424,0.036300503
333,CR478630605710426112,1709.289474,72.86956093,600,703.125,2477.522949,0.058829878,0.007539347,703.125,2675.953369,0.068156466,0.00839133,703.125,1907.892578,0.092971876,0.009838811
334,CR486511905058324480,271.4615385,78.17878616,250,947.265625,10893.50586,0.17052193,0.012363034,947.265625,11323.31934,0.17063944,0.012419941,947.265625,9018.78418,0.187637627,0.013249691
